RootImage,FileName,PrimaryFileName,SecondaryFileName,PrimaryCount,SecondaryCount,BotCount,Mean,PrimaryDiff,SecondaryDiff,BotDiff
ACO1 Lithium 5-1 13,ACO1 Lithium 5-1 13 pt27.jpg,eggs1countACO1 Lithium 5-1 13 pt27.jpg,eggs1countACO1 Lithium 5-1 13 pt27.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 39,CO1 Lithium 5-1 39 pt74.jpg,eggs1countCO1 Lithium 5-1 39 pt74.jpg,eggs1countCO1 Lithium 5-1 39 pt74.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 25,NCO1 Control 5-1 25 pt14.jpg,eggs6countNCO1 Control 5-1 25 pt14.jpg,eggs3countNCO1 Control 5-1 25 pt14.jpg,6,3,4,4.5,1.5,1.5,0.5
ACO1 Control 5-1 14,ACO1 Control 5-1 14 pt33.jpg,eggs1countACO1 Control 5-1 14 pt33.jpg,eggs1countACO1 Control 5-1 14 pt33.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 28,NCO1 Lithium 5-1 28 pt87.jpg,eggs6countNCO1 Lithium 5-1 28 pt87.jpg,eggs4countNCO1 Lithium 5-1 28 pt87.jpg,6,4,6,5.0,1.0,1.0,1.0
NCO1 Control 5-1 22,NCO1 Control 5-1 22 pt73.jpg,eggs3countNCO1 Control 5-1 22 pt73.jpg,eggs3countNCO1 Control 5-1 22 pt73.jpg,3,3,2,3.0,0.0,0.0,1.0
CO1 Control 5-1 11,CO1 Control 5-1 11 pt73.jpg,eggs2countCO1 Control 5-1 11 pt73.jpg,eggs2countCO1 Control 5-1 11 pt73.jpg,2,2,1,2.0,0.0,0.0,1.0
CO1 Lithium 5-1 43,CO1 Lithium 5-1 43 pt39.jpg,eggs6countCO1 Lithium 5-1 43 pt39.jpg,eggs5countCO1 Lithium 5-1 43 pt39.jpg,6,5,5,5.5,0.5,0.5,0.5
ACO1 Lithium 5-1 27,ACO1 Lithium 5-1 27 pt39.jpg,eggs2countACO1 Lithium 5-1 27 pt39.jpg,eggs2countACO1 Lithium 5-1 27 pt39.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Control 5-1 43,NCO1 Control 5-1 43 pt68.jpg,eggs11countNCO1 Control 5-1 43 pt68.jpg,eggs7countNCO1 Control 5-1 43 pt68.jpg,11,7,6,9.0,2.0,2.0,3.0
NCO1 Control 5-1 27,NCO1 Control 5-1 27 pt64.jpg,eggs2countNCO1 Control 5-1 27 pt64.jpg,eggs2countNCO1 Control 5-1 27 pt64.jpg,2,2,1,2.0,0.0,0.0,1.0
NCO1 Control 5-1 14,NCO1 Control 5-1 14 pt32.jpg,eggs2countNCO1 Control 5-1 14 pt32.jpg,eggs2countNCO1 Control 5-1 14 pt32.jpg,2,2,4,2.0,0.0,0.0,2.0
ACO1 Control 5-1 23,ACO1 Control 5-1 23 pt42.jpg,eggs1countACO1 Control 5-1 23 pt42.jpg,eggs1countACO1 Control 5-1 23 pt42.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 11,NCO1 Control 5-1 11 pt17.jpg,eggs1countNCO1 Control 5-1 11 pt17.jpg,eggs1countNCO1 Control 5-1 11 pt17.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 50,NCO1 Control 5-1 50 pt84.jpg,eggs11countNCO1 Control 5-1 50 pt84.jpg,eggs9countNCO1 Control 5-1 50 pt84.jpg,11,9,15,10.0,1.0,1.0,5.0
AO1 Lithium 5-1 34,AO1 Lithium 5-1 34 pt17.jpg,eggs2countAO1 Lithium 5-1 34 pt17.jpg,eggs1countAO1 Lithium 5-1 34 pt17.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 33,NCO1 Lithium 5-1 33 pt59.jpg,eggs2countNCO1 Lithium 5-1 33 pt59.jpg,eggs1countNCO1 Lithium 5-1 33 pt59.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 34,NCO1 Lithium 5-1 34 pt35.jpg,eggs2countNCO1 Lithium 5-1 34 pt35.jpg,eggs1countNCO1 Lithium 5-1 34 pt35.jpg,2,1,2,1.5,0.5,0.5,0.5
CO1 Control 5-1 23,CO1 Control 5-1 23 pt68.jpg,eggs1countCO1 Control 5-1 23 pt68.jpg,eggs2countCO1 Control 5-1 23 pt68.jpg,1,2,0,1.5,0.5,0.5,1.5
AO1 Lithium 5-1 34,AO1 Lithium 5-1 34 pt88.jpg,eggs1countAO1 Lithium 5-1 34 pt88.jpg,eggs1countAO1 Lithium 5-1 34 pt88.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 38,ACO1 Control 5-1 38 pt83.jpg,eggs1countACO1 Control 5-1 38 pt83.jpg,eggs1countACO1 Control 5-1 38 pt83.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 19,CO1 Lithium 5-1 19 pt66.jpg,eggs1countCO1 Lithium 5-1 19 pt66.jpg,eggs1countCO1 Lithium 5-1 19 pt66.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 47,AO1 Control 5-1 47 pt68.jpg,eggs2countAO1 Control 5-1 47 pt68.jpg,eggs3countAO1 Control 5-1 47 pt68.jpg,2,3,3,2.5,0.5,0.5,0.5
CO1 Lithium 5-1 48,CO1 Lithium 5-1 48 pt34.jpg,eggs3countCO1 Lithium 5-1 48 pt34.jpg,eggs3countCO1 Lithium 5-1 48 pt34.jpg,3,3,4,3.0,0.0,0.0,1.0
AO1 Lithium 5-1 3,AO1 Lithium 5-1 3 pt17.jpg,eggs1countAO1 Lithium 5-1 3 pt17.jpg,eggs1countAO1 Lithium 5-1 3 pt17.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Control 5-1 6,NCO1 Control 5-1 6 pt60.jpg,eggs5countNCO1 Control 5-1 6 pt60.jpg,eggs2countNCO1 Control 5-1 6 pt60.jpg,5,2,2,3.5,1.5,1.5,1.5
CO1 Lithium 5-1 38,CO1 Lithium 5-1 38 pt23.jpg,eggs2countCO1 Lithium 5-1 38 pt23.jpg,eggs2countCO1 Lithium 5-1 38 pt23.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 16,ACO1 Control 5-1 16 pt45.jpg,eggs1countACO1 Control 5-1 16 pt45.jpg,eggs1countACO1 Control 5-1 16 pt45.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 24,CO1 Lithium 5-1 24 pt25.jpg,eggs2countCO1 Lithium 5-1 24 pt25.jpg,eggs2countCO1 Lithium 5-1 24 pt25.jpg,2,2,2,2.0,0.0,0.0,0.0
ACO1 Control 5-1 3,ACO1 Control 5-1 3 pt88.jpg,eggs1countACO1 Control 5-1 3 pt88.jpg,eggs1countACO1 Control 5-1 3 pt88.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 45,CO1 Lithium 5-1 45 pt95.jpg,eggs2countCO1 Lithium 5-1 45 pt95.jpg,eggs2countCO1 Lithium 5-1 45 pt95.jpg,2,2,1,2.0,0.0,0.0,1.0
CO1 Lithium 5-1 34,CO1 Lithium 5-1 34 pt25.jpg,eggs1countCO1 Lithium 5-1 34 pt25.jpg,eggs1countCO1 Lithium 5-1 34 pt25.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 49,AO1 Control 5-1 49 pt76.jpg,eggs1countAO1 Control 5-1 49 pt76.jpg,eggs1countAO1 Control 5-1 49 pt76.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 23,NCO1 Control 5-1 23 pt43.jpg,eggs1countNCO1 Control 5-1 23 pt43.jpg,eggs1countNCO1 Control 5-1 23 pt43.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 20,CO1 Lithium 5-1 20 pt53.jpg,eggs3countCO1 Lithium 5-1 20 pt53.jpg,eggs1countCO1 Lithium 5-1 20 pt53.jpg,3,1,3,2.0,1.0,1.0,1.0
CO1 Control 5-1 24,CO1 Control 5-1 24 pt39.jpg,eggs3countCO1 Control 5-1 24 pt39.jpg,eggs1countCO1 Control 5-1 24 pt39.jpg,3,1,2,2.0,1.0,1.0,0.0
NCO1 Control 5-1 12,NCO1 Control 5-1 12 pt29.jpg,eggs3countNCO1 Control 5-1 12 pt29.jpg,eggs2countNCO1 Control 5-1 12 pt29.jpg,3,2,2,2.5,0.5,0.5,0.5
AO1 Lithium 5-1 45,AO1 Lithium 5-1 45 pt15.jpg,eggs1countAO1 Lithium 5-1 45 pt15.jpg,eggs1countAO1 Lithium 5-1 45 pt15.jpg,1,1,2,1.0,0.0,0.0,1.0
NCO1 Lithium 5-1 7,NCO1 Lithium 5-1 7 pt54.jpg,eggs4countNCO1 Lithium 5-1 7 pt54.jpg,eggs3countNCO1 Lithium 5-1 7 pt54.jpg,4,3,4,3.5,0.5,0.5,0.5
NCO1 Lithium 5-1 27,NCO1 Lithium 5-1 27 pt53.jpg,eggs3countNCO1 Lithium 5-1 27 pt53.jpg,eggs2countNCO1 Lithium 5-1 27 pt53.jpg,3,2,3,2.5,0.5,0.5,0.5
NCO1 Control 5-1 25,NCO1 Control 5-1 25 pt76.jpg,eggs2countNCO1 Control 5-1 25 pt76.jpg,eggs1countNCO1 Control 5-1 25 pt76.jpg,2,1,2,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 50,CO1 Lithium 5-1 50 pt32.jpg,eggs3countCO1 Lithium 5-1 50 pt32.jpg,eggs3countCO1 Lithium 5-1 50 pt32.jpg,3,3,4,3.0,0.0,0.0,1.0
AO1 Lithium 5-1 48,AO1 Lithium 5-1 48 pt78.jpg,eggs1countAO1 Lithium 5-1 48 pt78.jpg,eggs1countAO1 Lithium 5-1 48 pt78.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 44,CO1 Lithium 5-1 44 pt84.jpg,eggs2countCO1 Lithium 5-1 44 pt84.jpg,eggs2countCO1 Lithium 5-1 44 pt84.jpg,2,2,1,2.0,0.0,0.0,1.0
CO1 Lithium 5-1 18,CO1 Lithium 5-1 18 pt55.jpg,eggs2countCO1 Lithium 5-1 18 pt55.jpg,eggs2countCO1 Lithium 5-1 18 pt55.jpg,2,2,4,2.0,0.0,0.0,2.0
NCO1 Lithium 5-1 7,NCO1 Lithium 5-1 7 pt45.jpg,eggs1countNCO1 Lithium 5-1 7 pt45.jpg,eggs1countNCO1 Lithium 5-1 7 pt45.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 42,NCO1 Lithium 5-1 42 pt54.jpg,eggs8countNCO1 Lithium 5-1 42 pt54.jpg,eggs6countNCO1 Lithium 5-1 42 pt54.jpg,8,6,7,7.0,1.0,1.0,0.0
CO1 Control 5-1 40,CO1 Control 5-1 40 pt17.jpg,eggs5countCO1 Control 5-1 40 pt17.jpg,eggs5countCO1 Control 5-1 40 pt17.jpg,5,5,4,5.0,0.0,0.0,1.0
NCO1 Lithium 5-1 45,NCO1 Lithium 5-1 45 pt15.jpg,eggs3countNCO1 Lithium 5-1 45 pt15.jpg,eggs3countNCO1 Lithium 5-1 45 pt15.jpg,3,3,4,3.0,0.0,0.0,1.0
CO1 Lithium 5-1 44,CO1 Lithium 5-1 44 pt42.jpg,eggs2countCO1 Lithium 5-1 44 pt42.jpg,eggs1countCO1 Lithium 5-1 44 pt42.jpg,2,1,2,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 28,CO1 Lithium 5-1 28 pt38.jpg,eggs2countCO1 Lithium 5-1 28 pt38.jpg,eggs2countCO1 Lithium 5-1 28 pt38.jpg,2,2,1,2.0,0.0,0.0,1.0
NCO1 Lithium 5-1 25,NCO1 Lithium 5-1 25 pt58.jpg,eggs3countNCO1 Lithium 5-1 25 pt58.jpg,eggs3countNCO1 Lithium 5-1 25 pt58.jpg,3,3,3,3.0,0.0,0.0,0.0
CO1 Control 5-1 14,CO1 Control 5-1 14 pt46.jpg,eggs1countCO1 Control 5-1 14 pt46.jpg,eggs1countCO1 Control 5-1 14 pt46.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 39,NCO1 Lithium 5-1 39 pt53.jpg,eggs1countNCO1 Lithium 5-1 39 pt53.jpg,eggs1countNCO1 Lithium 5-1 39 pt53.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 32,NCO1 Lithium 5-1 32 pt63.jpg,eggs1countNCO1 Lithium 5-1 32 pt63.jpg,eggs1countNCO1 Lithium 5-1 32 pt63.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 10,CO1 Control 5-1 10 pt16.jpg,eggs2countCO1 Control 5-1 10 pt16.jpg,eggs1countCO1 Control 5-1 10 pt16.jpg,2,1,1,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 6,NCO1 Lithium 5-1 6 pt5.jpg,eggs4countNCO1 Lithium 5-1 6 pt5.jpg,eggs2countNCO1 Lithium 5-1 6 pt5.jpg,4,2,3,3.0,1.0,1.0,0.0
CO1 Lithium 5-1 10,CO1 Lithium 5-1 10 pt53.jpg,eggs6countCO1 Lithium 5-1 10 pt53.jpg,eggs4countCO1 Lithium 5-1 10 pt53.jpg,6,4,5,5.0,1.0,1.0,0.0
AO1 Lithium 5-1 33,AO1 Lithium 5-1 33 pt57.jpg,eggs3countAO1 Lithium 5-1 33 pt57.jpg,eggs1countAO1 Lithium 5-1 33 pt57.jpg,3,1,2,2.0,1.0,1.0,0.0
ACO1 Lithium 5-1 15,ACO1 Lithium 5-1 15 pt55.jpg,eggs1countACO1 Lithium 5-1 15 pt55.jpg,eggs1countACO1 Lithium 5-1 15 pt55.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 32,NCO1 Lithium 5-1 32 pt54.jpg,eggs6countNCO1 Lithium 5-1 32 pt54.jpg,eggs2countNCO1 Lithium 5-1 32 pt54.jpg,6,2,4,4.0,2.0,2.0,0.0
NCO1 Lithium 5-1 27,NCO1 Lithium 5-1 27 pt7.jpg,eggs5countNCO1 Lithium 5-1 27 pt7.jpg,eggs4countNCO1 Lithium 5-1 27 pt7.jpg,5,4,5,4.5,0.5,0.5,0.5
CO1 Lithium 5-1 43,CO1 Lithium 5-1 43 pt47.jpg,eggs7countCO1 Lithium 5-1 43 pt47.jpg,eggs6countCO1 Lithium 5-1 43 pt47.jpg,7,6,7,6.5,0.5,0.5,0.5
AO1 Control 5-1 11,AO1 Control 5-1 11 pt23.jpg,eggs1countAO1 Control 5-1 11 pt23.jpg,eggs1countAO1 Control 5-1 11 pt23.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 11,ACO1 Lithium 5-1 11 pt28.jpg,eggs1countACO1 Lithium 5-1 11 pt28.jpg,eggs1countACO1 Lithium 5-1 11 pt28.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Lithium 5-1 27,ACO1 Lithium 5-1 27 pt24.jpg,eggs2countACO1 Lithium 5-1 27 pt24.jpg,eggs2countACO1 Lithium 5-1 27 pt24.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Control 5-1 13,CO1 Control 5-1 13 pt32.jpg,eggs2countCO1 Control 5-1 13 pt32.jpg,eggs1countCO1 Control 5-1 13 pt32.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 5,NCO1 Lithium 5-1 5 pt25.jpg,eggs5countNCO1 Lithium 5-1 5 pt25.jpg,eggs4countNCO1 Lithium 5-1 5 pt25.jpg,5,4,6,4.5,0.5,0.5,1.5
CO1 Lithium 5-1 18,CO1 Lithium 5-1 18 pt52.jpg,eggs3countCO1 Lithium 5-1 18 pt52.jpg,eggs2countCO1 Lithium 5-1 18 pt52.jpg,3,2,3,2.5,0.5,0.5,0.5
NCO1 Lithium 5-1 14,NCO1 Lithium 5-1 14 pt24.jpg,eggs1countNCO1 Lithium 5-1 14 pt24.jpg,eggs1countNCO1 Lithium 5-1 14 pt24.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 12,NCO1 Lithium 5-1 12 pt66.jpg,eggs3countNCO1 Lithium 5-1 12 pt66.jpg,eggs3countNCO1 Lithium 5-1 12 pt66.jpg,3,3,4,3.0,0.0,0.0,1.0
ACO1 Lithium 5-1 19,ACO1 Lithium 5-1 19 pt48.jpg,eggs1countACO1 Lithium 5-1 19 pt48.jpg,eggs1countACO1 Lithium 5-1 19 pt48.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 4,CO1 Control 5-1 4 pt59.jpg,eggs5countCO1 Control 5-1 4 pt59.jpg,eggs5countCO1 Control 5-1 4 pt59.jpg,5,5,4,5.0,0.0,0.0,1.0
CO1 Control 5-1 9,CO1 Control 5-1 9 pt37.jpg,eggs1countCO1 Control 5-1 9 pt37.jpg,eggs1countCO1 Control 5-1 9 pt37.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 9,AO1 Lithium 5-1 9 pt84.jpg,eggs1countAO1 Lithium 5-1 9 pt84.jpg,eggs1countAO1 Lithium 5-1 9 pt84.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 38,NCO1 Control 5-1 38 pt24.jpg,eggs2countNCO1 Control 5-1 38 pt24.jpg,eggs1countNCO1 Control 5-1 38 pt24.jpg,2,1,1,1.5,0.5,0.5,0.5
AO1 Control 5-1 23,AO1 Control 5-1 23 pt48.jpg,eggs2countAO1 Control 5-1 23 pt48.jpg,eggs1countAO1 Control 5-1 23 pt48.jpg,2,1,1,1.5,0.5,0.5,0.5
NCO1 Control 5-1 37,NCO1 Control 5-1 37 pt14.jpg,eggs1countNCO1 Control 5-1 37 pt14.jpg,eggs1countNCO1 Control 5-1 37 pt14.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 7,AO1 Lithium 5-1 7 pt75.jpg,eggs2countAO1 Lithium 5-1 7 pt75.jpg,eggs2countAO1 Lithium 5-1 7 pt75.jpg,2,2,1,2.0,0.0,0.0,1.0
ACO1 Lithium 5-1 19,ACO1 Lithium 5-1 19 pt43.jpg,eggs1countACO1 Lithium 5-1 19 pt43.jpg,eggs1countACO1 Lithium 5-1 19 pt43.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 28,AO1 Control 5-1 28 pt39.jpg,eggs1countAO1 Control 5-1 28 pt39.jpg,eggs1countAO1 Control 5-1 28 pt39.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 7,AO1 Control 5-1 7 pt64.jpg,eggs2countAO1 Control 5-1 7 pt64.jpg,eggs2countAO1 Control 5-1 7 pt64.jpg,2,2,1,2.0,0.0,0.0,1.0
AO1 Control 5-1 11,AO1 Control 5-1 11 pt36.jpg,eggs1countAO1 Control 5-1 11 pt36.jpg,eggs1countAO1 Control 5-1 11 pt36.jpg,1,1,0,1.0,0.0,0.0,1.0
CO1 Lithium 5-1 19,CO1 Lithium 5-1 19 pt26.jpg,eggs1countCO1 Lithium 5-1 19 pt26.jpg,eggs1countCO1 Lithium 5-1 19 pt26.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 37,AO1 Lithium 5-1 37 pt18.jpg,eggs2countAO1 Lithium 5-1 37 pt18.jpg,eggs2countAO1 Lithium 5-1 37 pt18.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 27,CO1 Lithium 5-1 27 pt47.jpg,eggs3countCO1 Lithium 5-1 27 pt47.jpg,eggs3countCO1 Lithium 5-1 27 pt47.jpg,3,3,2,3.0,0.0,0.0,1.0
CO1 Lithium 5-1 6,CO1 Lithium 5-1 6 pt75.jpg,eggs2countCO1 Lithium 5-1 6 pt75.jpg,eggs1countCO1 Lithium 5-1 6 pt75.jpg,2,1,2,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 34,NCO1 Lithium 5-1 34 pt36.jpg,eggs3countNCO1 Lithium 5-1 34 pt36.jpg,eggs2countNCO1 Lithium 5-1 34 pt36.jpg,3,2,3,2.5,0.5,0.5,0.5
NCO1 Lithium 5-1 8,NCO1 Lithium 5-1 8 pt56.jpg,eggs1countNCO1 Lithium 5-1 8 pt56.jpg,eggs1countNCO1 Lithium 5-1 8 pt56.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Control 5-1 10,CO1 Control 5-1 10 pt72.jpg,eggs5countCO1 Control 5-1 10 pt72.jpg,eggs5countCO1 Control 5-1 10 pt72.jpg,5,5,5,5.0,0.0,0.0,0.0
NCO1 Control 5-1 10,NCO1 Control 5-1 10 pt73.jpg,eggs9countNCO1 Control 5-1 10 pt73.jpg,eggs5countNCO1 Control 5-1 10 pt73.jpg,9,5,7,7.0,2.0,2.0,0.0
NCO1 Control 5-1 4,NCO1 Control 5-1 4 pt85.jpg,eggs2countNCO1 Control 5-1 4 pt85.jpg,eggs1countNCO1 Control 5-1 4 pt85.jpg,2,1,1,1.5,0.5,0.5,0.5
NCO1 Lithium 5-1 12,NCO1 Lithium 5-1 12 pt32.jpg,eggs6countNCO1 Lithium 5-1 12 pt32.jpg,eggs6countNCO1 Lithium 5-1 12 pt32.jpg,6,6,6,6.0,0.0,0.0,0.0
NCO1 Lithium 5-1 21,NCO1 Lithium 5-1 21 pt47.jpg,eggs1countNCO1 Lithium 5-1 21 pt47.jpg,eggs1countNCO1 Lithium 5-1 21 pt47.jpg,1,1,1,1.0,0.0,0.0,0.0
CO1 Lithium 5-1 32,CO1 Lithium 5-1 32 pt7.jpg,eggs2countCO1 Lithium 5-1 32 pt7.jpg,eggs2countCO1 Lithium 5-1 32 pt7.jpg,2,2,2,2.0,0.0,0.0,0.0
NCO1 Lithium 5-1 29,NCO1 Lithium 5-1 29 pt84.jpg,eggs6countNCO1 Lithium 5-1 29 pt84.jpg,eggs6countNCO1 Lithium 5-1 29 pt84.jpg,6,6,5,6.0,0.0,0.0,1.0
AO1 Lithium 5-1 25,AO1 Lithium 5-1 25 pt38.jpg,eggs0countAO1 Lithium 5-1 25 pt38.jpg,eggs1countAO1 Lithium 5-1 25 pt38.jpg,0,1,1,0.5,0.5,0.5,0.5
CO1 Control 5-1 11,CO1 Control 5-1 11 pt29.jpg,eggs4countCO1 Control 5-1 11 pt29.jpg,eggs3countCO1 Control 5-1 11 pt29.jpg,4,3,4,3.5,0.5,0.5,0.5
NCO1 Control 5-1 37,NCO1 Control 5-1 37 pt55.jpg,eggs1countNCO1 Control 5-1 37 pt55.jpg,eggs1countNCO1 Control 5-1 37 pt55.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Control 5-1 1,AO1 Control 5-1 1 pt19.jpg,eggs1countAO1 Control 5-1 1 pt19.jpg,eggs1countAO1 Control 5-1 1 pt19.jpg,1,1,1,1.0,0.0,0.0,0.0
ACO1 Control 5-1 23,ACO1 Control 5-1 23 pt62.jpg,eggs1countACO1 Control 5-1 23 pt62.jpg,eggs1countACO1 Control 5-1 23 pt62.jpg,1,1,1,1.0,0.0,0.0,0.0
AO1 Lithium 5-1 25,AO1 Lithium 5-1 25 pt67.jpg,eggs4countAO1 Lithium 5-1 25 pt67.jpg,eggs4countAO1 Lithium 5-1 25 pt67.jpg,4,4,4,4.0,0.0,0.0,0.0
ACO1 Lithium 5-1 3,ACO1 Lithium 5-1 3 pt14.jpg,eggs3countACO1 Lithium 5-1 3 pt14.jpg,eggs3countACO1 Lithium 5-1 3 pt14.jpg,3,3,4,3.0,0.0,0.0,1.0
NCO1 Control 5-1 16,NCO1 Control 5-1 16 pt68.jpg,eggs8countNCO1 Control 5-1 16 pt68.jpg,eggs7countNCO1 Control 5-1 16 pt68.jpg,8,7,6,7.5,0.5,0.5,1.5
CO1 Control 5-1 26,CO1 Control 5-1 26 pt59.jpg,eggs4countCO1 Control 5-1 26 pt59.jpg,eggs3countCO1 Control 5-1 26 pt59.jpg,4,3,3,3.5,0.5,0.5,0.5
AO1 Control 5-1 12,AO1 Control 5-1 12 pt66.jpg,eggs1countAO1 Control 5-1 12 pt66.jpg,eggs1countAO1 Control 5-1 12 pt66.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 22,NCO1 Lithium 5-1 22 pt28.jpg,eggs6countNCO1 Lithium 5-1 22 pt28.jpg,eggs6countNCO1 Lithium 5-1 22 pt28.jpg,6,6,7,6.0,0.0,0.0,1.0
CO1 Control 5-1 41,CO1 Control 5-1 41 pt36.jpg,eggs1countCO1 Control 5-1 41 pt36.jpg,eggs1countCO1 Control 5-1 41 pt36.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 14,NCO1 Lithium 5-1 14 pt27.jpg,eggs1countNCO1 Lithium 5-1 14 pt27.jpg,eggs1countNCO1 Lithium 5-1 14 pt27.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 44,NCO1 Control 5-1 44 pt69.jpg,eggs2countNCO1 Control 5-1 44 pt69.jpg,eggs2countNCO1 Control 5-1 44 pt69.jpg,2,2,3,2.0,0.0,0.0,1.0
CO1 Lithium 5-1 41,CO1 Lithium 5-1 41 pt28.jpg,eggs1countCO1 Lithium 5-1 41 pt28.jpg,eggs2countCO1 Lithium 5-1 41 pt28.jpg,1,2,2,1.5,0.5,0.5,0.5
CO1 Lithium 5-1 25,CO1 Lithium 5-1 25 pt73.jpg,eggs1countCO1 Lithium 5-1 25 pt73.jpg,eggs1countCO1 Lithium 5-1 25 pt73.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Lithium 5-1 10,NCO1 Lithium 5-1 10 pt63.jpg,eggs2countNCO1 Lithium 5-1 10 pt63.jpg,eggs1countNCO1 Lithium 5-1 10 pt63.jpg,2,1,1,1.5,0.5,0.5,0.5
AO1 Lithium 5-1 14,AO1 Lithium 5-1 14 pt53.jpg,eggs0countAO1 Lithium 5-1 14 pt53.jpg,eggs2countAO1 Lithium 5-1 14 pt53.jpg,0,2,0,1.0,1.0,1.0,1.0
NCO1 Lithium 5-1 27,NCO1 Lithium 5-1 27 pt14.jpg,eggs5countNCO1 Lithium 5-1 27 pt14.jpg,eggs5countNCO1 Lithium 5-1 27 pt14.jpg,5,5,5,5.0,0.0,0.0,0.0
ACO1 Control 5-1 48,ACO1 Control 5-1 48 pt64.jpg,eggs1countACO1 Control 5-1 48 pt64.jpg,eggs1countACO1 Control 5-1 48 pt64.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 6,NCO1 Control 5-1 6 pt18.jpg,eggs3countNCO1 Control 5-1 6 pt18.jpg,eggs3countNCO1 Control 5-1 6 pt18.jpg,3,3,4,3.0,0.0,0.0,1.0
ACO1 Lithium 5-1 15,ACO1 Lithium 5-1 15 pt27.jpg,eggs2countACO1 Lithium 5-1 15 pt27.jpg,eggs2countACO1 Lithium 5-1 15 pt27.jpg,2,2,2,2.0,0.0,0.0,0.0
CO1 Lithium 5-1 27,CO1 Lithium 5-1 27 pt23.jpg,eggs2countCO1 Lithium 5-1 27 pt23.jpg,eggs1countCO1 Lithium 5-1 27 pt23.jpg,2,1,2,1.5,0.5,0.5,0.5
ACO1 Control 5-1 26,ACO1 Control 5-1 26 pt66.jpg,eggs1countACO1 Control 5-1 26 pt66.jpg,eggs1countACO1 Control 5-1 26 pt66.jpg,1,1,1,1.0,0.0,0.0,0.0
NCO1 Control 5-1 37,NCO1 Control 5-1 37 pt43.jpg,eggs2countNCO1 Control 5-1 37 pt43.jpg,eggs1countNCO1 Control 5-1 37 pt43.jpg,2,1,1,1.5,0.5,0.5,0.5
